mean: -588377.049 std: (+/-711136.674) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -475638.711 std: (+/-545018.812) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -471287.719 std: (+/-527481.719) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -491605.765 std: (+/-573896.702) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -500101.689 std: (+/-604653.428) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -481990.429 std: (+/-545415.508) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -497652.076 std: (+/-585812.550) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -534253.963 std: (+/-758556.751) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -515603.397 std: (+/-661613.885) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -497896.450 std: (+/-593814.227) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -509902.701 std: (+/-651015.800) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -505406.701 std: (+/-604024.715) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -511924.222 std: (+/-664663.058) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -521666.547 std: (+/-724078.352) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -507914.571 std: (+/-606523.098) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -480242.238 std: (+/-640756.006) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -486068.514 std: (+/-666679.515) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -466096.479 std: (+/-554473.606) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -492195.089 std: (+/-628027.495) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -486394.655 std: (+/-588513.288) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -507061.721 std: (+/-659413.632) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -492248.060 std: (+/-637547.347) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -473995.317 std: (+/-597675.951) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -475009.785 std: (+/-622291.266) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -481506.281 std: (+/-622394.714) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -380390.661 std: (+/-448261.634) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -370294.519 std: (+/-418939.881) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -371973.287 std: (+/-396030.472) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -359816.889 std: (+/-362594.214) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -393918.630 std: (+/-435696.225) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -372608.837 std: (+/-398122.408) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -367463.010 std: (+/-335298.824) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -352214.979 std: (+/-370864.563) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -370923.545 std: (+/-393772.326) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -394474.908 std: (+/-495992.660) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -374273.318 std: (+/-417538.426) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -377673.126 std: (+/-412183.787) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -357986.711 std: (+/-377863.839) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -381078.589 std: (+/-409123.997) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -381728.118 std: (+/-475747.156) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -365392.404 std: (+/-392084.153) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -358879.493 std: (+/-389406.179) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -364860.608 std: (+/-391707.047) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -388842.924 std: (+/-430138.405) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -381892.137 std: (+/-393918.323) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -373956.162 std: (+/-439224.296) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -354423.223 std: (+/-417453.671) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -379755.023 std: (+/-521994.931) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -358435.317 std: (+/-430796.082) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -355581.812 std: (+/-419848.913) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -364186.560 std: (+/-406286.089) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -369809.174 std: (+/-472761.333) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -363224.704 std: (+/-451122.219) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -371552.782 std: (+/-456081.806) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -364877.338 std: (+/-475135.613) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -511035.807 std: (+/-661890.442) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -448057.866 std: (+/-685270.896) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -449093.543 std: (+/-681225.358) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -493141.452 std: (+/-610949.565) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -459934.113 std: (+/-612046.005) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -477113.385 std: (+/-730962.934) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -449465.830 std: (+/-614148.303) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -457156.559 std: (+/-708583.463) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -466677.703 std: (+/-763448.288) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -453449.196 std: (+/-695784.252) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -462975.978 std: (+/-614776.363) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -478506.214 std: (+/-691667.944) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -489709.049 std: (+/-663854.136) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -427728.991 std: (+/-613540.517) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -446975.020 std: (+/-664954.363) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -448016.109 std: (+/-724102.554) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -484768.137 std: (+/-719314.367) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -470366.526 std: (+/-666477.003) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -491637.722 std: (+/-919016.037) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -476427.305 std: (+/-892466.074) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -478491.346 std: (+/-935552.193) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -521430.832 std: (+/-778865.238) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -439206.299 std: (+/-745087.168) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -484664.716 std: (+/-738698.176) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -474487.288 std: (+/-663969.182) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -481814.044 std: (+/-753239.499) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -475908.568 std: (+/-710937.060) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -465565.902 std: (+/-839009.864) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -436887.958 std: (+/-713100.616) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -498149.553 std: (+/-739070.212) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 1}
mean: -397508.152 std: (+/-606280.413) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -417059.940 std: (+/-658705.896) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -441993.016 std: (+/-648461.021) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -456392.068 std: (+/-627942.634) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -472419.320 std: (+/-651304.394) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -438724.681 std: (+/-650485.202) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -418019.983 std: (+/-590603.749) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -477902.474 std: (+/-770170.528) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -460889.692 std: (+/-739665.838) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -448519.665 std: (+/-655558.163) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -437605.126 std: (+/-712946.319) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -451735.551 std: (+/-668715.555) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -502390.944 std: (+/-818903.274) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -416330.357 std: (+/-712220.555) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -426717.886 std: (+/-613560.381) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -431780.528 std: (+/-662669.382) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -416151.869 std: (+/-601750.960) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -447606.692 std: (+/-714665.187) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -507963.590 std: (+/-687869.943) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -486181.768 std: (+/-665267.264) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -438005.935 std: (+/-654114.262) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -502828.459 std: (+/-675952.324) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -425530.651 std: (+/-650331.482) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -438037.987 std: (+/-763712.060) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -502133.574 std: (+/-772927.479) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -428119.193 std: (+/-662289.741) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -413836.062 std: (+/-660746.281) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -475751.031 std: (+/-789118.272) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -429517.645 std: (+/-662080.307) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -439509.962 std: (+/-660110.161) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 2}
mean: -416148.713 std: (+/-646455.183) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -400770.435 std: (+/-580619.571) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -445492.147 std: (+/-731708.710) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -398677.043 std: (+/-493710.879) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -390748.367 std: (+/-496151.654) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -408314.877 std: (+/-599226.824) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -427495.798 std: (+/-616800.857) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -379433.502 std: (+/-600742.015) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -421758.765 std: (+/-523996.671) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -408945.920 std: (+/-547279.162) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -421146.829 std: (+/-551015.625) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -391107.059 std: (+/-533947.874) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -375573.953 std: (+/-515899.311) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -463146.941 std: (+/-666685.657) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -387180.547 std: (+/-576775.110) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -420532.184 std: (+/-672421.706) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -404355.720 std: (+/-674793.419) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -409962.810 std: (+/-686351.966) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -409613.188 std: (+/-645846.358) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -395613.983 std: (+/-588753.107) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -369958.541 std: (+/-491636.317) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -407987.538 std: (+/-602635.538) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -418820.156 std: (+/-570284.429) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -409967.126 std: (+/-566915.283) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -428259.976 std: (+/-520155.706) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -453171.388 std: (+/-666045.501) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -370323.495 std: (+/-545248.730) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -392890.428 std: (+/-548197.240) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -431354.144 std: (+/-673022.098) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -385635.174 std: (+/-525278.065) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 200, 'min_samples_leaf': 4}
mean: -597634.541 std: (+/-765273.159) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -602023.108 std: (+/-706357.406) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -631694.101 std: (+/-765843.301) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -634580.843 std: (+/-739433.537) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -613785.788 std: (+/-750431.007) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -622114.670 std: (+/-725895.383) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -615878.805 std: (+/-754242.506) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -637920.609 std: (+/-740523.574) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -597323.634 std: (+/-702083.689) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -637767.794 std: (+/-814999.918) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': None, 'min_samples_leaf': 1}
mean: -514370.457 std: (+/-639013.215) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -473536.322 std: (+/-596703.873) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -487583.701 std: (+/-635083.249) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -480153.067 std: (+/-596495.143) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -484816.384 std: (+/-656348.459) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -475758.429 std: (+/-600370.618) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -475523.192 std: (+/-621312.575) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -502679.681 std: (+/-653467.332) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -469365.005 std: (+/-645479.425) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -509431.576 std: (+/-691011.919) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': None, 'min_samples_leaf': 1}
mean: -479790.300 std: (+/-708090.241) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': None, 'min_samples_leaf': 1}
mean: -499795.883 std: (+/-768013.269) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': None, 'min_samples_leaf': 1}
mean: -486047.413 std: (+/-721688.329) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': None, 'min_samples_leaf': 1}
mean: -474929.753 std: (+/-747751.068) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': None, 'min_samples_leaf': 1}
mean: -515116.643 std: (+/-828017.903) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': None, 'min_samples_leaf': 1}
mean: -506410.986 std: (+/-782723.218) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': None, 'min_samples_leaf': 1}
